,0_Area under the curve,0_Autocorrelation,0_Centroid,0_Mean absolute diff,0_Mean diff,0_Median absolute diff,0_Median diff,0_Negative turning points,0_Neighbourhood peaks,0_Positive turning points,0_Signal distance,0_Slope,0_Sum absolute diff,0_Zero crossing rate,1_Area under the curve,1_Autocorrelation,1_Centroid,1_Mean absolute diff,1_Mean diff,1_Median absolute diff,1_Median diff,1_Negative turning points,1_Neighbourhood peaks,1_Positive turning points,1_Signal distance,1_Slope,1_Sum absolute diff,1_Zero crossing rate,2_Area under the curve,2_Autocorrelation,2_Centroid,2_Mean absolute diff,2_Mean diff,2_Median absolute diff,2_Median diff,2_Negative turning points,2_Neighbourhood peaks,2_Positive turning points,2_Signal distance,2_Slope,2_Sum absolute diff,2_Zero crossing rate,3_Area under the curve,3_Autocorrelation,3_Centroid,3_Mean absolute diff,3_Mean diff,3_Median absolute diff,3_Median diff,3_Negative turning points,3_Neighbourhood peaks,3_Positive turning points,3_Signal distance,3_Slope,3_Sum absolute diff,3_Zero crossing rate,label
20,1302.1840112269556,1306.778522783817,650.2071825238053,0.019463702384996246,3.174075556423316e-08,0.013799703947989406,-5.100406505842425e-05,342.0,54.0,342.0,1300.520241656802,3.8923204724692605e-07,25.30281310049512,0.0,18968.959378281193,394647.58289026003,703.5039210710595,4.347282368955662,-0.006426088936241851,1.1191283090861133,-0.02036626010661724,327.0,49.0,328.0,6168.611373433044,0.0016970295219194444,5651.467079642361,0.0,141399.7991416801,15471590.291500367,653.3444855896895,4.3846124113442535,0.010352160405569431,0.48362751067674026,0.0,301.0,50.0,287.0,6403.8080886094995,0.0012961681172341916,5699.996134747529,0.0,46609.717466650625,1849147.8665319202,671.5006098479888,4.639503457254632,-0.0053312836197619345,0.22074699664884,0.0208515428151248,280.0,29.0,280.0,6799.131414542251,0.002595009217054957,6031.3544944310215,0.0,2.0
21,1168.4017519295535,1174.3372671531047,583.1492605284649,0.017480446476467543,2.2098924994843105e-05,0.010008752531001308,0.00041406584868886043,302.0,49.0,302.0,1165.5473854166362,2.2321340670842647e-06,20.364720145084686,0.0,17347.400069041658,379369.4967889547,678.9431229220387,3.8442768711167634,-0.002799058256256563,0.9356094177945309,-0.004838974375713567,273.0,40.0,273.0,4994.535382139488,0.006109187195983257,4478.582554851029,0.0,126448.98753985143,13802847.091366429,583.716181506677,3.5241021119434905,-0.01165576673376059,0.3882008978228413,0.0,249.0,39.0,259.0,4798.929540079268,0.0005758510850979691,4105.578960414166,0.0,43271.610777571,1792434.1824621,572.7119514173846,4.800815974549394,0.01371784649193404,0.16436295484281516,0.01921203239734126,208.0,26.0,209.0,6328.351627026351,-0.00282444854654093,5592.950610350044,0.0,2.0
22,962.8820570259875,966.2253117872001,482.52725907300396,0.017355975328966603,1.2684688833713184e-05,0.008718356303222818,-3.853153048372082e-05,223.0,43.0,222.0,963.4758481318327,4.178340361164987e-06,16.71380424179484,0.0,21389.135710407663,807007.6481084154,579.5415188737381,4.563091665670261,0.010919326652838261,1.0446765222243606,-0.003973000767231838,179.0,39.0,178.0,4802.303610665847,0.012118114412881558,4394.257274040461,0.0,91806.40770542937,8950444.784666257,489.04492800098376,4.624070413717358,-0.02375684623977985,0.3619524216298231,0.0,200.0,34.0,207.0,5042.8723015567675,0.004286654842004249,4452.979808409816,0.0,18903.974980589395,1068440.2068585188,558.6897800170342,6.861917991466287,0.0028531088347617433,0.1744856508604684,0.0,76.0,40.0,126.0,7268.438741314957,0.01635011492656949,6608.027025782034,118.0,0.0
23,886.4418085923526,888.5110924064954,443.6707470877173,0.019938096258047537,-1.6712811968821066e-05,0.010512584544538905,-0.00022112097710125234,218.0,38.0,218.0,888.5636189278225,-5.200892577716112e-06,17.705029477146212,0.0,22555.98702522643,967347.6640691143,514.2136004037387,5.9289045474895214,-0.004875386531167107,1.239428335999702,0.07282927078808221,185.0,37.0,186.0,5615.594818535736,0.008202803537539978,5264.867238170695,0.0,85732.95768343368,8471259.510835236,447.8662454483314,5.1882015313869925,-0.0029045729342124828,0.32767872163795175,0.0,178.0,29.0,189.0,5149.3309486223725,0.00270442832360116,4607.122959871649,0.0,19152.086879250885,996306.8227130435,471.0314686328054,7.075335058521006,0.0043882176384531894,0.193449462186996,0.0,71.0,32.0,118.0,6857.94482898085,0.005813640257463376,6282.897531966653,105.0,0.0
24,883.0762609836082,887.970603232779,441.12951412907887,0.02075718659196637,-8.050647923017451e-05,0.010955018301440744,6.50391938455952e-05,222.0,35.0,222.0,881.76428092184,3.996218754983087e-06,18.28708138752237,0.0,20210.30395844845,722629.4741048594,483.41015715131323,5.8067451514065045,-0.0038951774471679412,1.150158626827949,0.025371612542990363,183.0,38.0,184.0,5464.005456462656,0.0064331448184193635,5115.74247838913,0.0,85619.72799140422,8517573.61348113,442.15194364513775,4.912643821916846,0.0027081413614228125,0.3744957283053054,0.0,183.0,32.0,179.0,4858.757162712135,0.0005947739330218661,4328.039207108741,0.0,17445.518950096506,888351.8920230074,492.3986265442857,7.26947111491918,0.010706745373006601,0.1875135079983714,0.0,74.0,36.0,124.0,6983.745145947509,0.012865565346273374,6404.404052243798,114.0,2.0
25,1006.4291770335399,1009.6249357112318,503.6687967982519,0.016818693516930983,-1.2710850198390973e-05,0.009330888958988037,0.00011153106978412097,233.0,44.0,233.0,1006.4650337572007,1.928252025925208e-06,16.919605678032568,0.0,19320.20321482176,603163.4683551725,626.9482255000796,4.053496894035276,0.0162632815973651,0.9504880208587949,-0.019165192160048194,211.0,42.0,211.0,4521.327129938663,0.013537170539578392,4077.817875399488,0.0,97312.96339273105,9642208.360086834,510.43996981412624,5.052202975980615,-0.022824565844840734,0.3352035635527244,0.0,205.0,34.0,193.0,5701.597619095793,0.003901790283363674,5082.516193836498,0.0,19267.97428102488,1041599.9969743735,603.451240020142,6.3920435275471705,-3.979434997865021e-05,0.13510446947772037,0.0,90.0,42.0,140.0,7122.867459905685,0.017379034551205,6430.395788712453,114.0,2.0
26,796.7871072218263,799.0578253399617,398.2142540876739,0.02145961029512354,2.5096203732980856e-05,0.010149476366616117,-0.00023316468806811042,189.0,35.0,189.0,797.6052719306281,-3.483037782050557e-06,17.103309405213462,0.0,18006.54466932318,638487.8790007243,470.1933193559014,4.781693268869339,0.026294758226349683,1.0769408597044432,0.16862716454783566,167.0,36.0,167.0,4144.410862478803,0.017789706569233774,3811.009535288863,0.0,78279.90674923101,7888500.21986853,400.6364196467899,5.3961688237158,-0.029944758537854912,0.34184118854794576,0.0,168.0,32.0,161.0,4782.5806824124575,0.0013677912570893356,4300.746552501492,0.0,17105.541980595866,911420.6305303597,435.56042166933855,6.343295476720545,0.008696579443600977,0.17375165855008223,0.0,65.0,30.0,108.0,5584.57579836154,0.014407385826772576,5055.606494946274,94.0,0.0
27,1090.366457222959,1095.019125797958,544.8477114414129,0.026508318425389046,-3.926894532042138e-05,0.011894895643381809,4.509316273842989e-05,268.0,42.0,269.0,1091.2494248836215,-2.3476279143810064e-06,28.89406708367406,0.0,22330.264938956876,606312.131858163,589.84297013966,4.930863843362742,0.004990850082177254,1.370505631388525,-0.05288553084578229,240.0,35.0,240.0,5770.77887020221,0.005662446488221538,5374.641589265389,0.0,122829.58794635293,13933350.912855525,545.7849536993319,4.1093835427071745,0.005972946465681839,0.439517593322833,0.0,257.0,42.0,234.0,5098.008417630925,0.00033502171008060837,4479.22806155082,0.0,27629.550361250505,950541.1696613606,575.3504387044139,5.084291893167713,0.002024887836977727,0.2641691117271745,0.01319939962332528,214.0,20.0,213.0,6180.491998426944,0.0069606040333118355,5541.878163552807,0.0,1.0
28,1052.0435700577102,1057.8871203202762,525.4148974047828,0.0300796133182802,-3.6873342765635784e-05,0.0165040464593324,0.0007026430545505891,255.0,45.0,255.0,1051.1248660674223,1.0369551147093172e-06,31.58359398419421,0.0,21897.87784534674,659953.3446482134,615.2474640341018,5.48198111003947,0.010142285218530141,1.8406530781462513,0.005045380449947956,240.0,37.0,240.0,6101.061879340509,0.008619149542266736,5756.080165541443,0.0,119035.4798868162,13595736.339302398,530.2943486359695,4.711142026327922,0.018957859154528193,0.43449870198978147,0.0,230.0,39.0,223.0,5535.192476716105,0.0031265701539974064,4946.699127644318,0.0,29348.05894665733,1089907.0287329508,613.1702367091957,6.206064590466657,0.00029030339212565893,0.2969295911649894,0.05094290426893622,208.0,21.0,209.0,7113.088339913629,0.018342292799565788,6516.3678199899905,0.0,2.0
29,1080.541248348698,1085.2777381460442,539.0899482285798,0.02191671692084841,4.626479721157871e-06,0.012976549179182006,-0.00024905957116327926,279.0,48.0,280.0,1079.6365910859492,-2.3193577033814784e-06,23.648137557595437,0.0,23343.73864796976,649978.1009810151,603.8424927632284,5.21406266447574,-0.009194364025733533,1.830488407690586,-0.08541702425678466,256.0,41.0,257.0,5992.6840121952355,0.007163392875051161,5625.9736149693235,0.0,122292.9800216358,13956871.642785532,539.8153934556075,4.9482057544787015,0.01585541950259794,0.4620555317357855,0.0,248.0,40.0,255.0,5924.399767386985,0.00018297887617551518,5339.114009082519,0.0,26192.427078231463,886448.5399591597,544.7487516997271,5.499321553198972,-0.001427187544406016,0.3281683843569425,0.004664025675531924,217.0,21.0,217.0,6516.456084248115,0.0006211161176773811,5933.767955901691,0.0,1.0
